timestamp,cpu_usage
1767694932,0.0137586
1767694933,0.0112711
1767694934,0.00876095
1767694935,0.0262664
1767694936,0.0464241
1767694937,0.127753
1767694938,0.0433417
1767694939,0.0231975
1767694940,0.0256892
1767694941,0.0206767
1767694942,0.0200376
1767694943,0.0181818
1767694944,0.0187852
1767694945,0.0225705
1767694946,0.0175439
1767694947,0.0225423
1767694948,0.0206508
1767694949,0.0194236
1767694950,0.0244361
1767694951,0.0804525
1767694952,0.063522
